,value,n_gal,h_cdt,h_riv,indicator,prior_var,post_var,prior_sd,post_sd,value_90,q_pred
iota_ga_lc_15,16.118481569,14.482095238095244,lc,16.51120498614958,iota_ga,3.4829813389759368,2.143953235740661,1.8662747222678489,1.4642244485531106,18.68867984791939,76.157479944
iota_ga_lc_16,16.048099165,14.516267644557818,lc,16.51120498614958,iota_ga,33.138729776508725,16.365834357078583,5.756624859803592,4.045470844917633,18.61829744391939,75.388173012
iota_ga_lc_17,16.328441315,14.558732355442185,lc,16.51120498614958,iota_ga,21.111098542776958,13.080277914109665,4.594681549659014,3.6166666855143927,18.898639593919388,74.432185092
iota_ga_lc_18,16.233465681,14.578557610544213,lc,16.51120498614958,iota_ga,2.8119456968266308,0.6457511275423524,1.6768857137046134,0.8035864157278622,18.803663959919387,73.98586872
iota_ga_lc_19,16.392785718,14.58093749999999,lc,16.51120498614958,iota_ga,4.986882768385827,1.3150396089921943,2.233132949106664,1.1467517643292267,18.962983996919387,73.932291396
iota_ga_lc_20,16.466130229,14.622554740646267,lc,16.51120498614958,iota_ga,2.9255886752672353,1.7984297195758936,1.710435229778443,1.3410554498513079,19.03632850791939,72.99538236
iota_ga_lc_21,16.507605545,14.673297619047611,lc,16.51120498614958,iota_ga,14.051391096650248,8.741170869008728,3.748518520249066,2.9565471193621673,19.07780382391939,71.853032196
iota_ga_lc_22,16.660653144,14.72021322278914,lc,16.51120498614958,iota_ga,12.258409092503873,7.650073386996334,3.5012010928399806,2.76587660371831,19.23085142291939,70.796843712
iota_ga_lc_23,16.636214295,14.773469387755096,lc,16.51120498614958,iota_ga,11.247705256304078,9.852697288024034,3.3537598686107626,3.1389006495943823,19.206412573919387,69.59791303200001
iota_ga_lc_24,16.87483052,14.822669217687078,lc,16.51120498614958,iota_ga,19.457054917996846,7.074119957844651,4.411015179978056,2.6597217820374843,19.445028798919388,68.49030078
iota_ga_lc_25,17.194487315,14.878520620748267,lc,16.51120498614958,iota_ga,4.802348776759188,0.21563642236296304,2.1914261969683553,0.46436668954928606,19.76468559391939,67.232944908
iota_ga_lc_26,17.677493957,14.939203231292547,lc,16.51120498614958,iota_ga,9.878489889422196,1.0063300702259157,3.1430065048329436,1.0031600421796691,20.247692235919388,65.86682634
iota_ga_lc_27,17.854023512999998,15.014838435374159,lc,16.51120498614958,iota_ga,1.1341069328406361,0.414302799238811,1.0649445679661622,0.643663576131826,20.424221791919386,64.164087036
iota_ga_lc_28,18.01940695,15.081328124999997,lc,16.51120498614958,iota_ga,8.034712728810993,3.3576675117817203,2.8345568840316107,1.832393929203467,20.58960522891939,62.667236663999994
iota_ga_lc_29,18.319686062,15.151579294217685,lc,16.51120498614958,iota_ga,19.508673337998076,18.517284928524507,4.41686238612865,4.303171496527242,20.889884340919387,61.085705651999994
iota_ga_lc_30,18.72676674,15.240416666666668,lc,16.51120498614958,iota_ga,2.1666012620681583,0.9234126363861827,1.471937927382863,0.9609436176936619,21.296965018919387,59.08575222
iota_ga_lc_31,19.116659399,15.34787032312925,lc,16.51120498614958,iota_ga,21.084554347748742,12.832345471710305,4.591792062773394,3.582226328934327,21.686857677919388,56.666699568000006
iota_ga_lc_32,19.643415316,15.442928784013606,lc,16.51120498614958,iota_ga,1.6133626935628607,0.8935863651265524,1.270182149757609,0.9452969719228728,22.213613594919387,54.52669393199999
iota_ga_lc_33,19.979616802,15.526109693877554,lc,16.51120498614958,iota_ga,5.677740471929101,5.165739830791774,2.382800971950679,2.272826396976191,22.549815080919387,52.654081896
iota_ga_lc_34,20.778447415,15.644596194727894,lc,16.51120498614958,iota_ga,3.3553519457228225,2.1143399560072385,1.8317619784575785,1.4540770117181685,23.348645693919387,49.98665196
iota_ga_lc_35,21.521167404,15.737607142857161,lc,16.51120498614958,iota_ga,10.286989433501885,9.17413184105243,3.2073336953771876,3.0288829361750564,24.09136568291939,47.89274094
iota_ga_lc_36,22.204445611999997,15.86157334183672,lc,16.51120498614958,iota_ga,11.480188052117336,7.296385169759889,3.3882426200196076,2.701182180038934,24.774643890919386,45.10194915599999
iota_ga_lc_37,23.14936186,16.001614370748314,lc,16.51120498614958,iota_ga,3.850012907911895,1.2547264788701462,1.9621449762726237,1.1201457400133905,25.719560138919388,41.949272412
iota_ga_lc_38,24.256894450999997,16.111142113095216,lc,16.51120498614958,iota_ga,15.677839138685528,11.063095588953447,3.9595251152992486,3.3261232071216855,26.827092729919386,39.483526788
iota_ga_lc_39,25.530169893000004,16.27390433673468,lc,16.51120498614958,iota_ga,83.01964758979662,49.716259553957876,9.111511816915819,7.050975787361482,28.100368171919392,35.8193385576
iota_ga_lc_40,27.026834669,16.398542623299317,lc,16.51120498614958,iota_ga,65.84678398040168,45.42392319854263,8.114603131416944,6.7397272347286155,29.597032947919388,33.0134165676
iota_ga_lc_41,28.724246447,16.548151785714264,lc,16.51120498614958,iota_ga,4.707861282568987,0.19907463063193642,2.1697606509864142,0.4461778015902813,31.294444725919387,29.6453368764
iota_ga_lc_42,30.364641523000003,16.6831726190476,lc,16.51120498614958,iota_ga,7.807990796761175,3.3353032034622445,2.794278224651435,1.8262812498249672,32.934839801919395,26.605677506399996
iota_ga_lc_43,32.418835949,16.836485969387752,lc,16.51120498614958,iota_ga,41.290156702577214,26.628461531619063,6.425741723923956,5.160277272746017,34.98903422791939,23.1542073828
iota_ga_lc_44,34.099060638000005,16.984822172619058,lc,16.51120498614958,iota_ga,6.459591570882183,1.2793156799696017,2.5415726570141928,1.1310683798823136,36.6692589169194,19.814785455600003
iota_ga_lc_45,36.246329514,17.10598405612242,lc,16.51120498614958,iota_ga,72.58809682802344,50.590740029536214,8.51986483625318,7.112716782603973,38.816527792919395,17.0881669944
iota_ga_lc_46,40.030253830999996,17.173484587585026,lc,16.51120498614958,iota_ga,52.33848138072656,40.430538622984294,7.234533943574151,6.358501287487822,42.60045210991939,15.568556248800002
iota_ga_lc_47,47.10685981100001,17.328965986394557,lc,16.51120498614958,iota_ga,55.89214957333153,45.381106741114664,7.47610524092134,6.736550062243631,49.6770580899194,12.0682695672
iota_ga_lc_48,57.775159213,17.507526573129258,lc,16.51120498614958,iota_ga,22.773406569803118,22.317452224748724,4.772149051507415,4.7241350768948935,60.345357491919394,8.048411100000001
iota_ga_lc_49,71.652771289,17.68251041666667,lc,16.51120498614958,iota_ga,57.34856181927974,27.241571022495158,7.572883322703429,5.219345842392048,74.22296956791939,4.2313483368
iota_ga_mc_00,13.515273577,13.533901041666658,mc,16.72120498614958,iota_ga,1.5411359767126158,1.3420254214879392,1.2414249782860887,1.1584582087792115,16.203248283668586,102.23188667999999
iota_ga_mc_01,14.232220375,13.657157312925175,mc,16.72120498614958,iota_ga,14.380293023908575,11.106135842083416,3.792135681104854,3.332586959418076,16.920195081668588,99.45707742
iota_ga_mc_02,13.705004434000001,13.75220153061224,mc,16.72120498614958,iota_ga,12.781312500974037,5.558432867280733,3.575096152689328,2.3576328949352425,16.392979140668587,97.31739254399999
iota_ga_mc_03,13.805483888,13.824836309523807,mc,16.72120498614958,iota_ga,12.704864434404548,8.642905387691663,3.5643883675049426,2.9398818662816475,16.493458594668585,95.68220058
iota_ga_mc_04,14.004035957000001,13.909577168367353,mc,16.72120498614958,iota_ga,6.223236688431089,0.29567237275305414,2.494641595185787,0.5437576415583087,16.692010663668587,93.77447029199999
iota_ga_mc_05,14.317173520999999,13.997924319727897,mc,16.72120498614958,iota_ga,10.538357984226963,9.790504271767777,3.2462837189973035,3.128978151372709,17.005148227668585,91.78555330800002
iota_ga_mc_06,14.321130164000001,14.08771088435375,mc,16.72120498614958,iota_ga,11.876304016245967,8.609708976815977,3.446201389391799,2.934230559587296,17.009104870668587,89.764231572
iota_ga_mc_07,14.622768817,14.147053571428586,mc,16.72120498614958,iota_ga,1.5400307094112664,0.9724207487146772,1.2409797377118075,0.9861139633504219,17.310743523668584,88.428278088
iota_ga_mc_08,14.77872993,14.187974596088447,mc,16.72120498614958,iota_ga,1.1947080169378785,0.9028660687142253,1.093026997350879,0.9501926482109958,17.466704636668588,87.507042588
iota_ga_mc_09,14.754128406,14.22986734693879,mc,16.72120498614958,iota_ga,1.0489504307838704,0.5670747783418945,1.0241828112128568,0.7530436762511816,17.442103112668583,86.56393122
iota_ga_mc_10,14.88761715,14.263805059523792,mc,16.72120498614958,iota_ga,114.56244118545465,87.34282915770787,10.703384566830001,9.345738556032256,17.575591856668588,85.799907828
iota_ga_mc_11,15.036194918,14.312890306122437,mc,16.72120498614958,iota_ga,46.184487241622456,37.32161715156365,6.795916953702602,6.109142096200059,17.724169624668583,84.694875156
iota_ga_mc_12,15.193357872,14.353812606292525,mc,16.72120498614958,iota_ga,9.910749445298098,9.144286171922605,3.148134280061462,3.0239520783111966,17.881332578668584,83.773611072
iota_ga_mc_13,15.101840718,14.405056335034029,mc,16.72120498614958,iota_ga,21.535897626162367,9.528159038781142,4.640678573890069,3.0867716207683946,17.789815424668586,82.619985564
iota_ga_mc_14,15.361765893,14.440256696428586,mc,16.72120498614958,iota_ga,13.265926689695142,12.707533994887799,3.642241986702029,3.5647628244930685,18.049740599668585,81.82753675199999
iota_ga_mc_15,15.637683922999999,14.482095238095244,mc,16.72120498614958,iota_ga,10.639761690798307,8.42510199214948,3.2618647566688455,2.9026026238790386,18.325658629668585,80.88564578399999
iota_ga_mc_16,15.645242245,14.516267644557818,mc,16.72120498614958,iota_ga,120.38711210348254,117.80770045259732,10.972106092427403,10.853925577992385,18.333216951668586,80.11633896
iota_ga_mc_17,15.627135320999999,14.558732355442185,mc,16.72120498614958,iota_ga,21.876670957694834,20.106134044582255,4.677250362947747,4.483986401025572,18.315110027668585,79.160351112
iota_ga_mc_18,15.571533978,14.578557610544213,mc,16.72120498614958,iota_ga,5.0614708634636365,4.586986430676753,2.2497712913679995,2.1417251062348672,18.259508684668585,78.714034776
iota_ga_mc_19,15.538961014000002,14.58093749999999,mc,16.72120498614958,iota_ga,15.907624528668723,13.034028365053501,3.988436351337291,3.6102670766930114,18.226935720668585,78.660457452
iota_ga_mc_20,15.885962458,14.622554740646267,mc,16.72120498614958,iota_ga,9.745874123662638,9.371624317363445,3.121838260330384,3.0613108821815933,18.573937164668585,77.723548488
iota_ga_mc_21,15.971043925,14.673297619047611,mc,16.72120498614958,iota_ga,6.83061463307445,2.399561009152919,2.61354445783393,1.5490516483167756,18.659018631668587,76.581198396
iota_ga_mc_22,16.139967988,14.72021322278914,mc,16.72120498614958,iota_ga,28.351080967398783,14.849793064401824,5.324573313177196,3.8535429236485514,18.827942694668586,75.52501002
iota_ga_mc_23,16.333627823,14.773469387755096,mc,16.72120498614958,iota_ga,5.168105365251793,0.47596942283999566,2.2733467322983953,0.6899053723808763,19.021602529668584,74.32607941199998
iota_ga_mc_24,16.501195708,14.822669217687078,mc,16.72120498614958,iota_ga,2.640705163785137,1.6393885718491226,1.6250246655928449,1.2803861026460426,19.189170414668588,73.21846726800001
iota_ga_mc_25,16.51429666,14.878520620748267,mc,16.72120498614958,iota_ga,27.939538622718736,20.010157358440193,5.285786471540327,4.473271438046231,19.202271366668583,71.961111504
iota_ga_mc_26,16.631050915,14.939203231292547,mc,16.72120498614958,iota_ga,20.220670764849434,17.49083926152457,4.496740015260992,4.182205071672666,19.319025621668587,70.594993044
iota_ga_mc_27,16.868659594,15.014838435374159,mc,16.72120498614958,iota_ga,6.999000255330444,4.376534362565249,2.645562370334603,2.0920168169891107,19.556634300668584,68.892253884
iota_ga_mc_28,17.203043548,15.081328124999997,mc,16.72120498614958,iota_ga,19.82738432760796,2.379668814577033,4.452795114038817,1.5426175205076056,19.891018254668587,67.39540362
iota_ga_mc_29,17.681023031,15.151579294217685,mc,16.72120498614958,iota_ga,15.380225417292227,0.9397418490163703,3.9217630496107523,0.9694028311369687,20.368997737668586,65.813872752
iota_ga_mc_30,17.795602347,15.240416666666668,mc,16.72120498614958,iota_ga,7.872938093780227,6.004789895402421,2.805875637618358,2.4504672810307877,20.483577053668583,63.813919464
iota_ga_mc_31,18.330407398,15.34787032312925,mc,16.72120498614958,iota_ga,1.9271665340917485,1.8899694247450864,1.388224237683433,1.374761588329077,21.018382104668582,61.39486702800001
iota_ga_mc_32,18.616084418,15.442928784013606,mc,16.72120498614958,iota_ga,14.923174313768378,7.022696715657436,3.863052460654447,2.6500371159018576,21.304059124668584,59.254861536
iota_ga_mc_33,19.135591525,15.526109693877554,mc,16.72120498614958,iota_ga,5.480834247531286,2.9674987322275936,2.3411181618045864,1.7226429497221976,21.823566231668586,57.38224964399999
iota_ga_mc_34,19.489484463,15.644596194727894,mc,16.72120498614958,iota_ga,79.35591126925138,8.67832280342011,8.908193490784278,2.9458993199734627,22.177459169668587,54.71481996
iota_ga_mc_35,19.992781622,15.737607142857161,mc,16.72120498614958,iota_ga,3.344683642753825,2.8688881141222176,1.8288476269918785,1.6937792400788887,22.680756328668586,52.620909084
iota_ga_mc_36,20.781302744,15.86157334183672,mc,16.72120498614958,iota_ga,1.2978334086545904,0.16234686009686602,1.1392249157451704,0.40292289597001807,23.469277450668585,49.830117515999994
iota_ga_mc_37,21.504552748000002,16.001614370748314,mc,16.72120498614958,iota_ga,5.202147522018553,4.429114651435685,2.2808216769442002,2.1045461865769743,24.192527454668586,46.67744106
iota_ga_mc_38,22.371534412,16.111142113095216,mc,16.72120498614958,iota_ga,4.690483603324541,2.044235605901031,2.165752433526173,1.4297676754987263,25.059509118668586,44.211695616
iota_ga_mc_39,23.754603436999997,16.27390433673468,mc,16.72120498614958,iota_ga,21.086911795055734,12.201747524544798,4.592048757913589,3.4930999877679993,26.442578143668584,40.547507688
iota_ga_mc_40,25.040294295,16.398542623299317,mc,16.72120498614958,iota_ga,24.145860414206304,15.46112136700684,4.91384375150516,3.9320632455502085,27.728269001668586,37.741585896000004
iota_ga_mc_41,26.257691797,16.548151785714264,mc,16.72120498614958,iota_ga,6.494659735179436,5.27117113888596,2.548462229498298,2.2959031205357863,28.945666503668583,34.3735064856
iota_ga_mc_42,28.099757031,16.6831726190476,mc,16.72120498614958,iota_ga,17.11279011470096,11.973472772894773,4.136760823966133,3.4602706213379864,30.787731737668587,31.3338473604
iota_ga_mc_43,29.587276874,16.836485969387752,mc,16.72120498614958,iota_ga,35.449967084705264,19.99355028437059,5.9539874945036,4.471414796724924,32.27525158066859,27.882377510400005
iota_ga_mc_44,31.53176908,16.984822172619058,mc,16.72120498614958,iota_ga,13.91146221954574,7.430597853309071,3.7298072630560606,2.725912297435314,34.21974378666859,24.5429558532
iota_ga_mc_45,33.178082254,17.10598405612242,mc,16.72120498614958,iota_ga,1.6796760241599826,1.052169441324371,1.2960231572622392,1.0257531093418002,35.86605696066859,21.8164903668
iota_ga_mc_46,33.499683779,17.173484587585026,mc,16.72120498614958,iota_ga,26.948284392036708,3.4038349126302303,5.191173700815328,1.8449484850884672,36.187658485668585,20.2968798948
iota_ga_mc_47,36.999698229,17.328965986394557,mc,16.72120498614958,iota_ga,11.328164951429827,11.28378401896613,3.36573393948925,3.3591344151382407,39.68767293566859,16.7965938396
iota_ga_mc_48,45.662791558,17.507526573129258,mc,16.72120498614958,iota_ga,56.33106805660988,51.473650044502016,7.505402591241184,7.17451392391861,48.350766264668586,12.7767360888
iota_ga_mc_49,55.178874488000005,17.68251041666667,mc,16.72120498614958,iota_ga,5.548607493090779,5.059770454533243,2.355548236205487,2.24939335255825,57.86684919466859,8.837399718
iota_ga_hc_00,12.895004624,13.533901041666658,hc,17.16120498614958,iota_ga,1.3706326042660844,0.4802978730445322,1.1707401950330758,0.6930352610398205,15.190550772419677,112.14195069600001
iota_ga_hc_01,12.865843535,13.657157312925175,hc,17.16120498614958,iota_ga,26.09364459211408,16.00597576384482,5.1081938679061585,4.000746900748012,15.161389683419678,109.3671423
iota_ga_hc_02,12.909241025999998,13.75220153061224,hc,17.16120498614958,iota_ga,4.105013016755162,0.916809433913131,2.026083171233393,0.9575016626163795,15.204787174419675,107.22745807199999
iota_ga_hc_03,13.089885035,13.824836309523807,hc,17.16120498614958,iota_ga,22.04419312780119,8.851157634230985,4.695124399608725,2.9750895170113765,15.385431183419676,105.592266612
iota_ga_hc_04,13.275328044,13.909577168367353,hc,17.16120498614958,iota_ga,6.319405216512934,5.09140278533548,2.5138427191280153,2.2564136999529762,15.570874192419677,103.6845369
iota_ga_hc_05,13.383657025,13.997924319727897,hc,17.16120498614958,iota_ga,7.721717228135088,4.834431636462861,2.7787978026720634,2.198734098626494,15.679203173419676,101.695620528
iota_ga_hc_06,13.913447155,14.08771088435375,hc,17.16120498614958,iota_ga,17.68299694248929,12.344900772801793,4.205115568267927,3.5135310974576264,16.20899330341968,99.674299404
iota_ga_hc_07,13.604504085,14.147053571428586,hc,17.16120498614958,iota_ga,14.996178501158667,12.427699352708483,3.872489961401923,3.5252942221477745,15.900050233419677,98.338346316
iota_ga_hc_08,13.665874589000001,14.187974596088447,hc,17.16120498614958,iota_ga,8.918334758174016,8.027358158192923,2.9863581094995983,2.833259281850661,15.96142073741968,97.41711110399999
iota_ga_hc_09,13.764925706,14.22986734693879,hc,17.16120498614958,iota_ga,13.059191951338253,8.339145150573017,3.6137503997008777,2.8877578067720666,16.060471854419678,96.474000024
iota_ga_hc_10,13.805050372,14.263805059523792,hc,17.16120498614958,iota_ga,9.524704697763799,6.284154979191016,3.0862120305908665,2.506821688750721,16.10059652041968,95.709976884
iota_ga_hc_11,13.906211758,14.312890306122437,hc,17.16120498614958,iota_ga,10.269392044113488,1.4764014779115255,3.2045892161263803,1.215072622484568,16.201757906419676,94.604944536
iota_ga_hc_12,14.009363983,14.353812606292525,hc,17.16120498614958,iota_ga,14.08786803719779,1.3894923468176483,3.753380880912273,1.178767299689658,16.30491013141968,93.68368070400001
iota_ga_hc_13,14.193360475,14.405056335034029,hc,17.16120498614958,iota_ga,3.8467097434140123,2.518013631332674,1.9613030728100163,1.5868250159777146,16.488906623419677,92.53005559199998
iota_ga_hc_14,14.4636681,14.440256696428586,hc,17.16120498614958,iota_ga,5.74941894307801,5.398367802559041,2.3977945998517076,2.323438788210062,16.759214248419678,91.73760699600001
iota_ga_hc_15,14.209923970999998,14.482095238095244,hc,17.16120498614958,iota_ga,3.8366307780735522,1.9406903409369092,1.9587319311415619,1.3930866236300272,16.505470119419677,90.79571631600001
iota_ga_hc_16,14.199435183,14.516267644557818,hc,17.16120498614958,iota_ga,18.48927861863965,12.596409388387087,4.299916117628302,3.5491420637087896,16.494981331419677,90.026409708
iota_ga_hc_17,14.633868565999999,14.558732355442185,hc,17.16120498614958,iota_ga,1.9192763547723348,0.923937478064884,1.3853794984668768,0.9612166655155767,16.929414714419675,89.070422148
iota_ga_hc_18,14.631766129,14.578557610544213,hc,17.16120498614958,iota_ga,1.3673268167149255,0.8599528918948738,1.1693275061824748,0.927336450213661,16.927312277419677,88.624105956
iota_ga_hc_19,14.634851590999999,14.58093749999999,hc,17.16120498614958,iota_ga,1.583054136122225,0.9412382085170501,1.2581947925985963,0.9701743186237461,16.930397739419675,88.570528668
iota_ga_hc_20,14.777778561,14.622554740646267,hc,17.16120498614958,iota_ga,0.0684033131037832,0.05790474800223029,0.2615402705202073,0.24063405412000666,17.073324709419676,87.633619992
iota_ga_hc_21,14.779889868,14.673297619047611,hc,17.16120498614958,iota_ga,1.418403607974225,0.4721154226141671,1.190967509201752,0.687106558413007,17.075436016419676,86.491270224
iota_ga_hc_22,14.988408472,14.72021322278914,hc,17.16120498614958,iota_ga,1.7371995634170778,1.2623925205317394,1.3180286656279816,1.1235624239586066,17.283954620419678,85.43508217200001
iota_ga_hc_23,15.159224,14.773469387755096,hc,17.16120498614958,iota_ga,5.646844364346942,4.447877089195148,2.3763089791411685,2.1089990728293713,17.454770148419676,84.23615196
iota_ga_hc_24,15.141482805999999,14.822669217687078,hc,17.16120498614958,iota_ga,8.478499618400237,5.788185892310419,2.911786327737706,2.4058648948580674,17.437028954419677,83.12854014000001
iota_ga_hc_25,15.338246069,14.878520620748267,hc,17.16120498614958,iota_ga,4.650047132857664,3.7648171144906226,2.1563967939267727,1.94031366394473,17.63379221741968,81.87118477199999
iota_ga_hc_26,15.658514834000002,14.939203231292547,hc,17.16120498614958,iota_ga,14.959484151818746,13.916343170839033,3.8677492359017727,3.7304615224981257,17.95406098241968,80.505066708
iota_ga_hc_27,15.585893591,15.014838435374159,hc,17.16120498614958,iota_ga,3.4420506067176566,3.272094396174925,1.8552764232635677,1.8088931411708444,17.881439739419676,78.80232805200001
iota_ga_hc_28,15.739659345,15.081328124999997,hc,17.16120498614958,iota_ga,15.98050895352125,9.794322017610021,3.9975628767439355,3.1295881546315356,18.035205493419678,77.30547825599999
iota_ga_hc_29,16.121037392999998,15.151579294217685,hc,17.16120498614958,iota_ga,34.600698961151764,24.97835918240596,5.8822358811213755,4.9978354497128015,18.416583541419676,75.72394785599998
iota_ga_hc_30,16.353558062,15.240416666666668,hc,17.16120498614958,iota_ga,22.25356537199197,10.635063435868602,4.717368479564849,3.2611444978517286,18.64910421041968,73.72399517999999
iota_ga_hc_31,16.467377956,15.34787032312925,hc,17.16120498614958,iota_ga,26.266941418783773,16.571901355223307,5.125128429491672,4.070860026483754,18.762924104419678,71.304943464
iota_ga_hc_32,16.852633506,15.442928784013606,hc,17.16120498614958,iota_ga,16.751003034627598,12.049277884406349,4.092798924284896,3.471206978041838,19.14817965441968,69.16493861999999
iota_ga_hc_33,17.208936130999998,15.526109693877554,hc,17.16120498614958,iota_ga,5.706911767993456,0.21761818590941137,2.3889143492376315,0.4664956440411972,19.504482279419676,67.292327304
iota_ga_hc_34,17.734248398,15.644596194727894,hc,17.16120498614958,iota_ga,4.262266847413346,0.23079164775982555,2.0645258166013196,0.480407793192227,20.029794546419676,64.624898412
iota_ga_hc_35,18.018552034000002,15.737607142857161,hc,17.16120498614958,iota_ga,4.089908758827472,2.7009160304653794,2.0223522835617618,1.6434463880715364,20.31409818241968,62.530988184
iota_ga_hc_36,18.594974659000002,15.86157334183672,hc,17.16120498614958,iota_ga,15.374781468116677,13.63564555491708,3.921068919072537,3.692647499412458,20.89052080741968,59.74019748
iota_ga_hc_37,19.148914448,16.001614370748314,hc,17.16120498614958,iota_ga,44.59135693720159,27.510449551300376,6.6776760131951285,5.245040471845797,21.444460596419678,56.587521960000004
iota_ga_hc_38,19.658291239,16.111142113095216,hc,17.16120498614958,iota_ga,14.263517653541948,12.89715174320112,3.776707250177322,3.591260467189914,21.95383738741968,54.12177727199999
iota_ga_hc_39,20.628740516,16.27390433673468,hc,17.16120498614958,iota_ga,4.5525189019430865,2.8964664487414624,2.1336632587976685,1.7019008339916466,22.92428666441968,50.457590424
iota_ga_hc_40,21.319938289,16.398542623299317,hc,17.16120498614958,iota_ga,43.712732394895426,35.04402761245256,6.61156051132374,5.919799626039091,23.615484437419678,47.651669496000004
iota_ga_hc_41,22.363264910999998,16.548151785714264,hc,17.16120498614958,iota_ga,1.127707083972952,0.7259820862785665,1.0619355366372065,0.8520458240485465,24.658811059419676,44.283591107999996
iota_ga_hc_42,23.461592905,16.6831726190476,hc,17.16120498614958,iota_ga,59.11482817646476,36.65299209447356,7.688616792145695,6.054171462262492,25.757139053419678,41.243932872
iota_ga_hc_43,24.867601762,16.836485969387752,hc,17.16120498614958,iota_ga,19.138295277919138,11.115009403143176,4.374733737945561,3.333918025858341,27.163147910419678,37.792464083999995
iota_ga_hc_44,26.256863247,16.984822172619058,hc,17.16120498614958,iota_ga,6.093470449224645,2.360629517633771,2.4684955842019742,1.536434026450134,28.552409395419676,34.4530434204
iota_ga_hc_45,27.771987868000004,17.10598405612242,hc,17.16120498614958,iota_ga,8.033880501360553,5.142252435198738,2.8344100799567715,2.267653508629292,30.067534016419682,31.722885507599997
iota_ga_hc_46,28.293654285,17.173484587585026,hc,17.16120498614958,iota_ga,18.931689259503276,14.73515147373202,4.351056108521617,3.83863927371823,30.589200433419677,30.203275928400004
iota_ga_hc_47,30.336747581999997,17.328965986394557,hc,17.16120498614958,iota_ga,12.842793474937759,7.42187128779473,3.5836843436521804,2.7243111584021986,32.632293730419676,26.7029919396
iota_ga_hc_48,32.459351711,17.507526573129258,hc,17.16120498614958,iota_ga,12.011616821226397,9.40656857898421,3.465777953248938,3.0670129733967886,34.75489785941967,22.683136572000002
iota_ga_hc_49,34.634325418,17.68251041666667,hc,17.16120498614958,iota_ga,4.184189008994569,1.6812521247900658,2.0455290291253676,1.2966310673395365,36.92987156641968,18.7438025376
